Site,Time,BM_SMX [%],CoM_SMX [%],DOC_SMX [%],BM_Nit [%],CoM_Nit [%],BM_DeA [%],CoM_DeA [%]
TA,0.6,2.651858640303498,97.3481413596965,0.05683646938291637,97.09443206208908,2.905567937910911,99.42783060243602,0.5721693975639871
TA,0.7,2.665485574412193,97.33451442558781,0.05688820572854077,96.84127313609261,3.1587268639073853,99.32250778727504,0.6774922127249372
TA,0.8,2.6798395552586,97.3201604447414,0.05694213967862694,96.60658184018484,3.3934181598151585,99.21615378155481,0.7838462184452022
TA,0.9,2.6948116843471936,97.3051883156528,0.05699670977952903,96.38465989954403,3.615340100455965,99.1093476577168,0.8906523422831998
TA,1.0,2.7102192805041305,97.28978071949587,0.057052739141294745,96.17128510750106,3.82871489249894,99.00267541488368,0.9973245851163125
TA,1.1,2.7260788801842875,97.27392111981571,0.05710837202019531,95.96389975597474,4.0361002440252545,98.89659421805597,1.1034057819440313
TA,1.2,2.7421456965089694,97.25785430349102,0.057159604158894296,95.76021573761871,4.239784262381286,98.79155244040342,1.2084475595965734
TA,1.3,2.7583183798557203,97.24168162014429,0.057218134163252644,95.55827220863897,4.441727791361044,98.68790447583822,1.3120955241617809
TA,1.4,2.7746136450405916,97.22538635495943,0.05727339481273462,95.35833210910337,4.641667890896626,98.58590937265367,1.4140906273463292
TA,1.5,2.7909342882373434,97.20906571176265,0.05733196140075705,95.15877475659124,4.841225243408755,98.48578932694487,1.514210673055139
TA,1.6,2.807212682319062,97.19278731768094,0.057389937336147626,94.95944614637175,5.0405538536282535,98.38770734755929,1.6122926524407184
TA,1.7,2.8233640232444888,97.1766359767555,0.057448662497007356,94.76055964255549,5.239440357444506,98.29171193159583,1.7082880684041637
TA,1.8,2.839586590543731,97.16041340945628,0.0575113465498743,94.5611537269487,5.438846273051294,98.19793043926069,1.8020695607393236
TA,1.9,2.8555103668729367,97.14448963312705,0.0575712072285003,94.36197676562789,5.638023234372119,98.10634313983122,1.893656860168786
TA,2.0,2.8713067466124302,97.12869325338757,0.05763146761830582,94.16289503156293,5.837104968437081,98.01690150957522,1.9830984904247755
TA,2.1,2.8871242131685433,97.11287578683147,0.05769588837004541,93.96404154656301,6.035958453436982,97.92960194596397,2.070398054036037
TA,2.2,2.9025870731810923,97.0974129268189,0.05775673579753353,93.76590125271584,6.234098747284167,97.84435795811058,2.1556420418894278
TA,2.3,2.9181214113830833,97.08187858861692,0.057823643865736324,93.56810244470314,6.431897555296858,97.7610649089197,2.238935091080291
TA,2.4,2.9332935964249818,97.06670640357501,0.05788560988250721,93.37123263623019,6.62876736376981,97.67968823037366,2.3203117696263305
TA,2.5,2.948463283524334,97.05153671647567,0.05795231610604879,93.17570888690038,6.824291113099622,97.6000588251528,2.3999411748471884
TA,2.6,2.963635398096315,97.03636460190368,0.058020716757573455,92.98133698586325,7.0186630141367505,97.52218137973236,2.4778186202676347
TA,2.7,2.978512174641515,97.02148782535849,0.058086671958181055,92.78868449528521,7.211315504714793,97.44578011144277,2.554219888557233
TA,2.8,2.9932678647654476,97.00673213523456,0.05815323016069813,92.59780238365106,7.402197616348937,97.37104169183294,2.628958308167053
TA,2.9,3.0081501780173183,96.99184982198268,0.05822472153041613,92.40874693354718,7.59125306645281,97.2976720160736,2.702327983926395
TA,3.0,3.0228204551702746,96.97717954482972,0.058293800221605976,92.2218164426305,7.778183557369508,97.22543953220789,2.7745604677921056
TA,3.1,3.037258207470762,96.96274179252924,0.058361018646821576,92.03736199513172,7.962638004868274,97.15447126337232,2.845528736627684
TA,3.2,3.051795396176081,96.94820460382391,0.05843212787363123,91.85527861245019,8.14472138754981,97.08471109921825,2.915288900781743
TA,3.3,3.066263181748434,96.93373681825157,0.05850402514615133,91.67562356099961,8.324376439000398,97.01609151591619,2.983908484083817
TA,3.4,3.080700465198943,96.91929953480106,0.058576064606244316,91.49880272509587,8.501197274904138,96.94844170197918,3.0515582980208182
TA,3.5,3.0950776138839684,96.90492238611603,0.05864919178434435,91.3246071699371,8.675392830062904,96.88159986991697,3.1184001300830224
TA,3.6,3.109438681093368,96.89056131890663,0.05872278031289634,91.15330069046904,8.846699309530957,96.81560765449863,3.1843923455013585
TA,3.7,3.1238478557524654,96.87615214424753,0.05879887272074992,90.98479486121573,9.01520513878427,96.75035013027511,3.249649869724896
TA,3.8,3.1380850527987247,96.86191494720127,0.05887194785653782,90.81922573147793,9.180774268522073,96.68609704916024,3.3139029508397604
TA,3.9,3.1524500225334555,96.84754997746654,0.05894954575175499,90.65661360528195,9.343386394718056,96.62225622111752,3.3777437788824654
TA,4.0,3.1667247227170625,96.83327527728294,0.05902656886025266,90.496861163412,9.50313883658799,96.55930015967212,3.440699840327878
TA,4.1,3.1809145773477954,96.81908542265221,0.05910156269072794,90.3400989082466,9.659901091753403,96.49702770422212,3.502972295777884
TA,4.2,3.195189059546624,96.80481094045336,0.05917909304319088,90.18644102016506,9.813558979834939,96.43514049194555,3.5648595080544423
TA,4.3,3.2094252887709125,96.79057471122908,0.05925766618261835,90.0355836743024,9.964416325697604,96.37380236509577,3.6261976349042344
TA,4.4,3.223767024789738,96.77623297521026,0.05933706094120377,89.8878576329939,10.112142367006111,96.31311812908729,3.686881870912716
TA,4.5,3.2379466859267425,96.76205331407324,0.05941585379343453,89.74295618784059,10.2570438121594,96.25281653397832,3.7471834660216836
TA,4.6,3.252217156907063,96.74778284309293,0.0594954394993264,89.60090632885318,10.399093671146815,96.19318908388827,3.806810916111726
TA,4.7,3.266549513450233,96.73345048654977,0.05957788631362549,89.4622635796613,10.53773642033871,96.13373807456325,3.866261925436741
TA,4.8,3.2808378149351953,96.7191621850648,0.05965977530299135,89.32532576109863,10.674674238901366,96.07479488345915,3.925205116540848
TA,4.9,3.295004623901929,96.70499537609807,0.05973954699324569,89.19249354732287,10.807506452677133,96.01635582714951,3.9836441728504917
TA,5.0,3.309303229018939,96.69069677098106,0.05982201444749717,89.06193477143346,10.938065228566533,95.9583324995684,4.0416675004316005
TA,5.1,3.3236632473965506,96.67633675260345,0.05990732848507438,88.9335264165927,11.066473583407296,95.90050849003897,4.09949150996103
TA,5.2,3.3379425986418165,96.66205740135818,0.05999063080197031,88.80868081671589,11.191319183284108,95.84319992600766,4.156800073992337
TA,5.3,3.3522594316188465,96.64774056838115,0.06007553218430986,88.68570399063147,11.314296009368524,95.78599558648867,4.214004413511334
TA,5.4,3.366652358101769,96.63334764189823,0.06016229185771346,88.56528434131577,11.434715658684222,95.72945027740899,4.27054972259101
TA,5.5,3.3809585235985624,96.61904147640143,0.060246995707797894,88.44795797676198,11.552042023238014,95.67297844567277,4.32702155432723
TA,5.6,3.3951934276176465,96.60480657238236,0.060332207582513016,88.33280612811942,11.667193871880583,95.61696168608349,4.3830383139165034
TA,5.7,3.4095877434546713,96.59041225654533,0.060419651701564006,88.22055769925939,11.77944230074063,95.56125643567714,4.438743564322851
TA,5.8,3.4237587294828358,96.57624127051716,0.060504377684692044,88.11024012700933,11.889759872990673,95.5058736935309,4.4941263064690995
TA,5.9,3.4381882517251405,96.56181174827486,0.060594326429224486,88.00247321363196,11.997526786368038,95.45059704493356,4.54940295506644
TA,6.0,3.452429602845888,96.5475703971541,0.06068178693064313,87.89632974634897,12.103670253651037,95.39574243074347,4.604257569256532
TA,6.1,3.4669391447136793,96.53306085528632,0.060773778854338274,87.79340132730111,12.2065986726989,95.34123006602708,4.658769933972918
TA,6.2,3.4812825729110686,96.51871742708894,0.06086298045108389,87.6918897943345,12.308110205665502,95.28691636069017,4.713083639309837
TA,6.3,3.4956316310589877,96.50436836894102,0.060953801226349205,87.59316022411963,12.406839775880389,95.23293039285642,4.767069607143576
TA,6.4,3.509953879164849,96.49004612083515,0.06104508630541631,87.49623471293451,12.503765287065486,95.17903596538876,4.820964034611248
TA,6.5,3.524320840928115,96.47567915907189,0.0611377072315246,87.40130602552686,12.598693974473138,95.12546096942057,4.874539030579433
TA,6.6,3.5384821131458195,96.46151788685418,0.06122633101504189,87.30810020113367,12.691899798866338,95.0721007802568,4.927899219743199
TA,6.7,3.552902914381064,96.44709708561894,0.061320268805519995,87.21725900769358,12.782740992306415,95.01906094591853,4.980939054081472
TA,6.8,3.567336305093193,96.43266369490681,0.061415113631694725,87.12805818823011,12.87194181176989,94.96633934504352,5.033660654956473
TA,6.9,3.581502157649293,96.41849784235072,0.0615071522085125,87.04085496697101,12.95914503302899,94.91370105974455,5.08629894025544
TA,7.0,3.5960011628093813,96.40399883719061,0.061603777160865396,86.95573972356352,13.04426027643649,94.86149681416892,5.1385031858310874
TA,7.1,3.6101813331526214,96.38981866684738,0.06169688737624075,86.87203079779393,13.127969202206085,94.80927838297198,5.190721617028025
TA,7.2,3.6246501037537593,96.37534989624625,0.061794898095991986,86.78998706617806,13.210012933821947,94.75746861143185,5.242531388568151
TA,7.3,3.6388935126488846,96.36110648735112,0.061890505200775436,86.70988762550702,13.290112374492985,94.70576251432236,5.294237485677641
TA,7.4,3.653106704833705,96.3468932951663,0.06198584612697089,86.63147943910509,13.36852056089491,94.65436627669207,5.345633723307939
TA,7.5,3.667575537404697,96.33242446259531,0.062085886620145435,86.55460550625239,13.445394493747608,94.60326320130295,5.396736798697053
TA,7.6,3.6817748497935274,96.31822515020647,0.06218305870835678,86.4792880466099,13.520711953390101,94.55224935938129,5.447750640618711
TA,7.7,3.696066992843241,96.30393300715676,0.06228154848986581,86.40546437719382,13.594535622806186,94.50144638731585,5.498553612684144
TA,7.8,3.7102583484611382,96.28974165153886,0.06237981887516762,86.33307505811193,13.666924941888075,94.45081830572961,5.549181694270389
TA,7.9,3.724481818161993,96.27551818183801,0.06247851033972158,86.26259632483698,13.737403675163012,94.40062253465742,5.599377465342583
TA,8.0,3.7389168252864624,96.26108317471353,0.06258319480857663,86.19326018234857,13.80673981765144,94.35036322682613,5.649636773173871
TA,8.1,3.7531606152865575,96.24683938471344,0.06268418987881993,86.12535440670808,13.874645593291909,94.30054581285852,5.699454187141483
TA,8.2,3.7673862399344746,96.23261376006552,0.06278538319863161,86.0584951572117,13.941504842788301,94.25079656062414,5.749203439375861
TA,8.3,3.7815800770614896,96.21841992293851,0.06288776962741514,85.99339505808811,14.006604941911894,94.20113869437662,5.798861305623379
TA,8.4,3.795776771874825,96.20422322812517,0.06299083096478447,85.92974495657904,14.070255043420953,94.15197887782698,5.8480211221730185
TA,8.5,3.8099411221627397,96.19005887783726,0.06309361847016715,85.86715739437432,14.132842605625678,94.10267619904694,5.897323800953061
TA,8.6,3.824129706917112,96.1758702930829,0.06319853805063792,85.80559375909515,14.194406240904863,94.05388105829682,5.946118941703171
TA,8.7,3.838060348987212,96.16193965101279,0.06329849978083761,85.74542087313955,14.254579126860447,94.00508054954332,5.994919450456681
TA,8.8,3.8521830260263368,96.14781697397366,0.06340409340195777,85.68658892942747,14.313411070572526,93.95664775511456,6.04335224488544
TA,8.9,3.8663933593043347,96.13360664069567,0.06351030930266452,85.6285769581686,14.371423041831402,93.9084081368626,6.091591863137403
TA,9.0,3.880493223103031,96.11950677689697,0.06361778067530274,85.57190240057797,14.42809759942202,93.86011350296184,6.139886497038152
TA,9.1,3.8946526704406765,96.10534732955932,0.06372541550786312,85.51652019375602,14.48347980624397,93.81224424310545,6.187755756894554
TA,9.2,3.908715660774178,96.09128433922582,0.06383331287517661,85.46223130609245,14.537768693907548,93.76428554400455,6.235714455995441
TA,9.3,3.9225558901763957,96.0774441098236,0.06393812740449813,85.40869879313276,14.591301206867247,93.71676531467608,6.283234685323926
TA,9.4,3.9366586705310853,96.06334132946891,0.06404786794481244,85.35619219964859,14.643807800351405,93.66929513250855,6.330704867491456
TA,9.5,3.9507210436806655,96.04927895631933,0.06415808879517189,85.30535047179397,14.694649528206035,93.62211756335711,6.377882436642883
TA,9.6,3.964500569308359,96.03549943069164,0.06426424543933662,85.2550140900317,14.744985909968308,93.57498971598702,6.425010284012994
TA,9.7,3.978553768194832,96.02144623180517,0.06437610752616145,85.2056755720312,14.794324427968808,93.52813503194196,6.47186496805804
TA,9.8,3.9925883000878835,96.00741169991211,0.06448893064546057,85.15730280156036,14.842697198439636,93.4813422313446,6.518657768655391
TA,9.9,4.006363007255691,95.99363699274431,0.06459665284397723,85.10951250244729,14.890487497552723,93.43498532144193,6.565014678558064
TA,10.0,4.020359353800402,95.9796406461996,0.06471140083962101,85.06298382121749,14.93701617878251,93.38873683400482,6.611263165995193
TA,10.1,4.034014120200824,95.96598587979918,0.06482032514910616,85.0174061399789,14.982593860021106,93.3423337153263,6.65766628467371
TA,10.2,4.047998785140154,95.95200121485985,0.06493573797188947,84.97245724396478,15.027542756035212,93.2965589844264,6.703441015573598
TA,10.3,4.061642183058241,95.93835781694176,0.0650470495967622,84.92855308488834,15.071446915111665,93.25047979509802,6.749520204901984
TA,10.4,4.075630806709453,95.92436919329054,0.06516362405859856,84.88566487317448,15.114335126825518,93.20502963995551,6.794970360044496
TA,10.5,4.089238168286618,95.91076183171337,0.06527559586715823,84.84344707019991,15.156552929800077,93.15942355736951,6.840576442630493
TA,10.6,4.102859949817965,95.89714005018205,0.06538849835400422,84.80186304009976,15.198136959900236,93.1140959564157,6.885904043584304
TA,10.7,4.11670328196303,95.88329671803697,0.06550729198362591,84.76154783097536,15.238452169024644,93.06886069163346,6.931139308366535
TA,10.8,4.1302474806718195,95.86975251932817,0.06562139671625276,84.72104121071878,15.278958789281216,93.02383124524677,6.976168754753225
TA,10.9,4.144094422400472,95.85590557759953,0.06574136813843659,84.68182781920925,15.318172180790752,92.97906059704391,7.020939402956085
